0,"{'sentiment': '0', 'content': '也许 天朝 太 压抑 片子 才能 招来 无数 人 崇拜 拜托 客观 点行 好 片子 说 分 会 煽情 故事 好 好电影', 'predict': '0'}"
0,"{'sentiment': '1', 'content': '一部 壮阔 战争 背景 颂扬 皮 特为 中心 英雄崇拜 史 乡间 景色 美丽 安详 却 孕育 一个 心中 隐蔽 黑熊 般 咆哮 激烈 男子 不算 标准 英俊 那种 气场 无与伦比 难忘 策马 奔驰 草原 上 姿态', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '在此之前 重头 尾 此片 完整 看过 很早 一度 男主角 连姆 大叔 男配角 伏地 魔 都 分太 看 完 此片 带来 震撼 无与伦比 想 尽量 一种 庄重 言语 称赞 此片 却 很 苍白 仅 希望 死者 安息 生 珍惜', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '童年 乐园 牢笼', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '三观 正确 技法 娴熟 娱乐性 强 苛求', 'predict': '1'}"
0,"{'sentiment': '0', 'content': '拍电影 不 他妈的 写 议论文', 'predict': '0'}"
0,"{'sentiment': '1', 'content': '看 评论 说 这部 电影 多么 多么 深刻 富有 寓意 看 完 很多 人 故作 深沉 凑热闹 这是 一部 有趣 片子 一个 人 一个 体会 来说 一个 印度 少年 大猫 故事 足矣 跟着 男孩 派 感受 一望无际 绝望 自然 敬畏 生命 都 打动 人心 寓言 寓意 不必 强求', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '他家 基因 真 好', 'predict': '0'}"
0,"{'sentiment': '0', 'content': '不喜欢 背后 含义 太深 目标 观众 日本 本土 人 不喜欢 宫 老头', 'predict': '0'}"
0,"{'sentiment': '1', 'content': '打发 时间', 'predict': '0'}"
0,"{'sentiment': '0', 'content': '不 赞成 拍 东西 拍 不好', 'predict': '0'}"
0,"{'sentiment': '0', 'content': '不好看', 'predict': '0'}"
0,"{'sentiment': '0', 'content': '无聊 一部 电影 不 感觉 后 半 可有可无 冗长 多余 惊奇 大妈 演技 没 好 水平 还 提名 奥斯卡 进 豆瓣', 'predict': '0'}"
0,"{'sentiment': '1', 'content': '全片 唯一 震撼 众筹 名单 那一刻 都 太轻 泛滥 空镜 很难说 导演 锅 毕竟 项目 立得 太晚 很多 回忆 都 湮没 收集 素材 不足以 支起 部长 片 看着 一个个 方框 圈起来 老人 名字 很 难过', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '分 体制 下以 极 低成本 拍 出 一部 院线 电影 看 完 一种 冷静 热血沸腾 手法 上 见 线索 叙事 特别之处 在于 一个 原生 中国 乡村 故事 去 挖掘 人性 细节 埋设 故事 线索 编排 都 完满 通顺 想法 落实 实在 可贵', 'predict': '1'}"
0,"{'sentiment': '0', 'content': '不 日本 版 李子 柒 电影 呈现 农村 生活 最 理想化 真实 农村 生活 电影 top 只能 说 大部分 人离 土地 太远', 'predict': '1'}"
0,"{'sentiment': '1', 'content': '很多 idea 看 不 惊艳 中规中矩 温馨 想象 年 bighit 大学 一部 真谛 都 片尾 三十秒 两个 人 退学 一步 一步 努力 Monstersinc 一部 真谛 S 推开 门 那一刻 一声 kitty 有没有 出口 不 tendernessmakesitso', 'predict': '1'}"
0,"{'sentiment': '0', 'content': '家庭 温馨 配乐 感人 肥皂剧 情节', 'predict': '1'}"
0,"{'sentiment': '0', 'content': '我来 平衡 分数 很 讨厌 主人公 真琴 性格 做法 这部 电影 都 是因为 一个 自私 蠢 逼 引发出 一连串 闹剧 剧情 拖沓 节奏 慢 真的 很 受不了 快 进快 进差评 没商量', 'predict': '0'}"
